,label
18120,worry
18121,other
18122,worry
18123,other
18124,worry
18125,sadness
18126,sadness
18127,sadness
18128,sadness
18129,love
18130,worry
18131,other
18132,other
18133,sadness
18134,worry
18135,worry
18136,sadness
18137,worry
18138,worry
18139,worry
18140,worry
18141,worry
18142,sadness
18143,worry
18144,sadness
18145,worry
18146,sadness
18147,sadness
18148,other
18149,sadness
18150,other
18151,other
18152,sadness
18154,happiness
18155,happiness
18156,love
18157,worry
18158,other
18159,happiness
18160,sadness
18161,worry
18162,happiness
18163,other
18164,other
18165,worry
18166,worry
18167,other
18168,worry
18169,other
18170,sadness
18171,worry
18172,worry
18173,sadness
18174,other
18175,other
18176,sadness
18177,other
18178,other
18179,worry
18180,sadness
18181,other
18182,sadness
18183,other
18184,other
18185,sadness
18186,love
18187,happiness
18188,happiness
18189,other
18190,other
18191,sadness
18192,worry
18193,other
18194,love
18195,other
18196,happiness
18197,other
18198,sadness
18199,other
18200,other
18201,happiness
18202,other
18203,other
18204,other
18205,love
18206,sadness
18207,worry
18208,other
18209,other
18210,other
18211,other
18212,other
18213,worry
18214,worry
18215,worry
18216,other
18217,sadness
18218,other
18219,other
18220,sadness
18221,other
18222,other
18223,other
18224,worry
18225,happiness
18226,sadness
18227,worry
18228,sadness
18229,sadness
18230,worry
18231,sadness
18232,other
18233,sadness
18234,sadness
18235,worry
18236,other
18237,sadness
18238,other
18239,worry
18240,sadness
18241,other
18242,worry
18243,happiness
18244,other
18245,sadness
18246,other
18247,worry
18248,worry
18249,happiness
18250,other
18251,worry
18252,sadness
18253,sadness
18254,worry
18255,other
18256,sadness
18257,worry
18258,sadness
18259,worry
18260,other
18261,sadness
18262,worry
18263,other
18264,worry
18265,worry
18266,sadness
18267,worry
18268,other
18269,worry
18270,sadness
18271,worry
18272,sadness
18273,worry
18274,other
18275,other
18276,worry
18277,other
18278,other
18279,sadness
18280,worry
18281,worry
18282,worry
18283,happiness
18284,sadness
18285,sadness
18286,sadness
18287,sadness
18288,worry
18289,sadness
18290,other
18291,worry
18292,other
18293,worry
18294,worry
18295,worry
18296,other
18297,worry
18298,worry
18299,other
18300,other
18301,sadness
18302,sadness
18303,other
18304,other
18305,worry
18306,other
18307,love
18308,other
18309,sadness
18310,worry
18311,other
18312,sadness
18313,sadness
18314,sadness
18315,other
18316,other
18317,sadness
18318,other
18319,worry
18320,love
18321,other
18322,worry
18323,happiness
18324,other
18325,worry
18326,sadness
18327,worry
18328,other
18329,worry
18330,love
18331,love
18332,worry
18333,worry
18334,sadness
18335,happiness
18336,worry
18337,sadness
18338,happiness
18339,other
18340,love
18341,sadness
18342,happiness
18343,sadness
18344,other
18345,other
18346,worry
18347,other
18348,other
18349,worry
18350,other
18351,worry
18352,other
18353,other
18354,worry
18355,sadness
18356,sadness
18357,other
18358,worry
18359,other
18360,worry
18361,worry
18362,happiness
18363,other
18364,sadness
18365,worry
18366,other
18367,worry
18368,sadness
18369,other
18370,sadness
18371,worry
18372,worry
18373,love
18374,worry
18375,happiness
18376,other
18377,love
18378,worry
18379,other
18380,sadness
18381,other
18382,worry
18383,worry
18384,worry
18385,worry
18386,worry
18387,worry
18388,other
18389,worry
18390,worry
18391,other
18392,other
18393,worry
18394,sadness
18395,sadness
18396,sadness
18397,other
18398,worry
18399,worry
18400,worry
18401,worry
18402,other
18403,worry
18404,other
18405,worry
18406,worry
18407,other
18408,worry
18409,sadness
18410,sadness
18411,other
18412,love
18413,worry
18414,sadness
18415,other
18416,other
18417,worry
18418,worry
18419,worry
18420,other
18421,sadness
18422,other
18423,other
18424,other
18425,other
18426,sadness
18427,worry
18428,worry
18429,other
18430,other
18431,happiness
18432,sadness
18433,other
18434,other
18435,sadness
18436,other
18437,worry
18438,other
18439,other
18440,other
18441,other
18442,other
18443,other
18444,worry
18445,love
18446,sadness
18447,worry
18448,worry
18449,other
18450,worry
18451,sadness
18452,worry
18453,worry
18454,sadness
18455,other
18456,sadness
18457,other
18458,other
18459,other
18460,other
18461,sadness
18462,other
18463,worry
18464,other
18465,worry
18466,sadness
18467,other
18468,other
18469,sadness
18470,sadness
18471,other
18472,worry
18473,worry
18474,sadness
18475,other
18476,other
18477,love
18478,worry
18479,sadness
18480,other
18481,other
18482,other
18483,other
18484,sadness
18485,worry
18486,worry
18487,worry
18488,other
18489,other
18490,sadness
18491,love
18492,sadness
18493,happiness
18494,other
18495,happiness
18496,sadness
18497,sadness
18498,other
18499,sadness
18500,other
18501,other
18502,worry
18503,other
18504,other
18505,other
18506,worry
18507,worry
18508,worry
18509,other
18510,worry
18511,worry
18512,other
18513,other
18514,sadness
18515,other
18516,sadness
18517,worry
18518,sadness
18519,worry
18520,sadness
18521,other
18522,other
18523,worry
18524,other
18525,sadness
18526,other
18527,sadness
18528,sadness
18529,other
18530,other
18531,worry
18532,worry
18533,sadness
18534,happiness
18535,worry
18536,worry
18537,worry
18538,sadness
18539,worry
18540,sadness
18541,sadness
18542,worry
18543,worry
18544,worry
18545,worry
18546,worry
18547,worry
18548,worry
18549,sadness
18550,other
18551,sadness
18552,worry
18553,worry
18554,other
18555,worry
18556,other
18557,sadness
18558,worry
18559,sadness
18560,worry
18561,sadness
18562,other
18563,worry
18564,sadness
18565,other
18566,worry
18567,other
18568,other
18569,other
18570,worry
18571,sadness
18572,other
18573,other
18574,other
18575,other
18576,other
18578,other
18579,other
18580,other
18581,worry
18582,sadness
18583,happiness
18584,worry
18585,happiness
18586,worry
18587,sadness
18588,other
18589,sadness
18590,other
18591,worry
18592,other
18593,sadness
18594,worry
18595,other
18596,worry
18597,sadness
18598,other
18599,other
18600,worry
18601,worry
18602,other
18603,worry
18604,sadness
18605,worry
18606,sadness
18607,sadness
18608,sadness
18609,worry
18610,other
18611,worry
18612,sadness
18613,worry
18614,worry
18615,sadness
18616,sadness
18617,sadness
18618,other
18619,worry
18620,other
18621,other
18622,other
18623,worry
18624,other
18625,other
18626,worry
18627,love
18628,other
18629,sadness
18630,sadness
18631,sadness
18632,other
18633,happiness
18634,worry
18635,worry
18636,other
18637,worry
18638,other
18639,other
18640,worry
18641,sadness
18642,other
18643,other
18644,worry
18645,sadness
18646,sadness
18647,sadness
18648,other
18649,sadness
18650,other
18651,worry
18652,worry
18653,worry
18654,worry
18655,worry
18656,worry
18657,worry
18658,sadness
18659,worry
18660,worry
18661,other
18662,other
18663,sadness
18664,other
18665,other
18666,other
18667,other
18668,love
18669,worry
18670,other
18671,other
18672,happiness
18673,worry
18674,other
18675,other
18676,other
18677,worry
18678,other
18679,other
18680,sadness
18681,worry
18682,worry
18683,worry
18684,worry
18685,sadness
18686,other
18687,other
18688,other
18689,happiness
18690,other
18691,happiness
18692,other
18693,sadness
18694,other
18695,worry
18696,worry
18697,other
18698,other
18699,sadness
18700,sadness
18701,sadness
18702,worry
18703,love
18704,worry
18705,sadness
18706,sadness
18707,other
18708,sadness
18709,worry
18710,love
18711,worry
18712,worry
18713,other
18714,worry
18715,worry
18716,sadness
18717,sadness
18718,other
18719,worry
18720,worry
18721,worry
18722,love
18723,worry
18724,sadness
18725,worry
18726,sadness
18727,love
18728,other
18729,love
18730,worry
18731,love
18732,other
18733,other
18734,happiness
18735,love
18736,worry
18737,worry
18738,love
18739,other
18740,other
18741,sadness
18742,other
18743,worry
18744,other
18745,other
18746,love
18747,sadness
18748,worry
18749,other
18750,sadness
18751,sadness
18752,other
18753,other
18754,worry
18755,other
18756,other
18757,other
18758,sadness
18759,sadness
18760,sadness
18761,happiness
18762,sadness
18763,other
18764,other
18765,other
18766,worry
18767,worry
18768,worry
18769,sadness
18770,worry
18771,worry
18772,worry
18773,worry
18774,sadness
18775,love
18776,worry
18777,love
18778,other
18779,sadness
18780,other
18781,other
18782,sadness
18783,worry
18784,other
18785,worry
18786,other
18787,other
18788,worry
18789,worry
18790,worry
18791,other
18792,sadness
18793,worry
18794,other
18795,sadness
18796,worry
18797,sadness
18798,sadness
18799,worry
18800,other
18801,sadness
18802,worry
18803,happiness
18804,worry
18805,other
18806,sadness
18807,other
18808,other
18809,love
18810,other
18811,other
18812,worry
18813,other
18814,other
18815,worry
18816,sadness
18817,sadness
18818,worry
18819,other
18820,worry
18821,other
18822,happiness
18823,other
18824,worry
18825,worry
18826,other
18827,worry
18828,sadness
18829,worry
18830,sadness
18831,worry
18832,sadness
18833,other
18834,other
18835,sadness
18836,worry
18837,sadness
18838,other
18839,worry
18840,other
18841,worry
18842,worry
18843,other
18844,sadness
18845,other
18846,worry
18847,other
18848,other
18849,worry
18850,other
18851,other
18852,sadness
18853,love
18854,sadness
18855,worry
18856,sadness
18857,other
18858,other
18859,worry
18860,sadness
18861,other
18862,other
18863,sadness
18864,other
18865,worry
18866,sadness
18867,worry
18868,worry
18869,worry
18870,other
18871,other
18872,worry
18873,worry
18874,sadness
18875,other
18876,worry
18877,other
18878,worry
18879,worry
18880,worry
18881,other
18882,other
18883,other
18884,worry
18885,sadness
18886,other
18887,other
18888,worry
18889,other
18890,worry
18891,worry
18892,sadness
18893,other
18894,worry
18895,worry
18896,other
18897,other
18898,happiness
18899,worry
18900,other
18901,sadness
18902,worry
18903,other
18904,sadness
18905,other
18906,other
18907,sadness
18908,worry
18909,sadness
18910,sadness
18911,worry
18912,other
18913,other
18914,other
18915,other
18916,other
18917,worry
18918,sadness
18919,worry
18920,worry
18921,love
18922,other
18923,other
18924,worry
18925,other
18926,sadness
18927,other
18928,worry
18929,love
18930,sadness
18931,other
18932,sadness
18933,other
18934,sadness
18935,other
18936,worry
18937,love
18938,worry
18939,other
18940,sadness
18941,sadness
18942,worry
18943,worry
18944,worry
18945,other
18946,worry
18947,other
18948,sadness
18949,other
18950,worry
18951,worry
18952,other
18953,other
18954,sadness
18955,other
18956,sadness
18957,sadness
18958,other
18959,sadness
18960,happiness
18961,sadness
18962,sadness
18963,sadness
18964,other
18965,worry
18966,other
18967,happiness
18968,worry
18969,sadness
18970,other
18971,other
18972,worry
18973,worry
18974,sadness
18975,happiness
18976,other
18977,other
18978,other
18979,worry
18980,other
18981,happiness
18982,other
18983,worry
18984,worry
18985,sadness
18986,sadness
18987,sadness
18988,other
18989,worry
18990,other
18991,other
18992,other
18993,other
18994,worry
18995,other
18996,love
18997,other
18998,worry
18999,sadness
19000,sadness
19001,worry
19002,sadness
19003,worry
19004,worry
19005,sadness
19006,other
19007,other
19008,other
19009,other
19010,love
19011,sadness
19012,other
19013,worry
19014,other
19015,other
19016,other
19017,worry
19018,other
19019,other
19020,other
19021,sadness
19022,sadness
19023,other
19024,worry
19025,sadness
19026,other
19027,sadness
19028,other
19029,other
19030,sadness
19031,other
19032,other
19033,worry
19034,worry
19035,sadness
19036,love
19037,other
19038,worry
19039,other
19040,worry
19041,other
19042,other
19043,other
19044,worry
19045,sadness
19046,other
19047,other
19048,other
19049,worry
19050,happiness
19051,sadness
19052,sadness
19053,other
19054,other
19055,worry
19056,sadness
19057,sadness
19058,other
19059,other
19060,sadness
19061,sadness
19062,worry
19063,love
19064,other
19065,other
19066,sadness
19067,worry
19068,other
19069,worry
19070,worry
19071,happiness
19072,other
19073,love
19074,other
19075,sadness
19076,other
19077,other
19078,other
19079,happiness
19080,worry
19081,sadness
19082,worry
19083,other
19084,sadness
19085,sadness
19086,worry
19087,sadness
19088,sadness
19089,love
19090,other
19091,worry
19092,worry
19093,worry
19094,sadness
19095,other
19096,worry
19097,other
19098,other
19099,other
19100,other
19101,worry
19102,other
19103,other
19104,worry
19105,worry
19106,sadness
19107,worry
19108,other
19109,sadness
19110,other
19111,worry
19112,sadness
19113,worry
19114,worry
19115,other
19116,other
19117,other
19118,other
19119,other
19120,worry
19121,happiness
19122,other
19123,worry
19124,worry
19125,other
19126,sadness
19127,worry
19128,worry
19129,worry
19130,sadness
19131,worry
19132,other
19133,other
19134,love
19135,sadness
19136,sadness
19137,other
19138,other
19139,other
19140,worry
19141,sadness
19142,worry
19143,happiness
19144,other
19145,worry
19146,worry
19147,worry
19148,other
19149,sadness
19150,worry
19151,sadness
19152,other
19153,happiness
19154,sadness
19155,worry
19156,sadness
19157,sadness
19158,other
19159,worry
19160,worry
19161,sadness
19162,happiness
19163,sadness
19164,sadness
19165,other
19166,worry
19167,worry
19168,worry
19169,other
19170,other
19171,other
19172,worry
19173,sadness
19174,worry
19175,other
19176,sadness
19177,sadness
19178,other
19179,sadness
19180,worry
19181,other
19182,love
19183,other
19184,worry
19185,other
19186,sadness
19187,other
19188,other
19189,other
19190,other
19191,worry
19192,sadness
19193,worry
19194,other
19195,happiness
19196,other
19197,worry
19198,happiness
19199,other
19200,sadness
19201,worry
19202,worry
19203,worry
19204,worry
19205,sadness
19206,other
19207,other
19208,worry
19209,other
19210,other
19211,worry
19212,other
19213,worry
19214,sadness
19215,worry
19216,other
19217,sadness
19218,sadness
19219,sadness
19220,worry
19221,other
19222,worry
19223,worry
19224,other
19225,happiness
19226,happiness
19227,other
19228,other
19229,other
19230,sadness
19231,other
19232,worry
19233,other
19234,other
19235,sadness
19236,other
19237,worry
19238,other
19239,other
19240,other
19241,sadness
19242,worry
19243,worry
19244,worry
19245,other
19246,worry
19247,other
19248,sadness
19249,worry
19250,other
19251,other
19252,other
19253,worry
19254,other
19255,other
19256,sadness
19257,love
19258,other
19259,other
19260,worry
19261,sadness
19262,other
19263,sadness
19264,other
19265,other
19266,worry
19267,worry
19268,worry
19269,sadness
19270,sadness
19271,worry
19272,sadness
19273,worry
19274,worry
19275,other
19276,other
19277,sadness
19278,sadness
19279,other
19280,worry
19281,sadness
19282,worry
19283,sadness
19284,sadness
19285,other
19286,other
19287,happiness
19288,other
19289,worry
19290,other
19291,worry
19292,sadness
19293,worry
19294,other
19295,happiness
19296,sadness
19297,other
19298,sadness
19299,sadness
19300,other
19301,sadness
19302,worry
19303,worry
19304,other
19305,happiness
19306,other
19307,sadness
19308,sadness
19309,worry
19310,sadness
19311,sadness
19312,worry
19313,sadness
19314,sadness
19315,other
19316,worry
19317,worry
19318,other
19319,love
19320,worry
19321,other
19322,happiness
19323,worry
19324,sadness
19325,love
19326,other
19327,sadness
19328,worry
19329,other
19330,worry
19331,other
19332,sadness
19333,sadness
19334,other
19335,happiness
19336,worry
19337,happiness
19338,other
19339,other
19340,other
19341,sadness
19342,worry
19343,other
19344,other
19345,worry
19346,worry
19347,other
19348,other
19349,worry
19350,sadness
19351,other
19352,other
19353,other
19354,worry
19355,other
19356,love
19357,sadness
19358,sadness
19359,worry
19360,other
19361,other
19362,worry
19363,other
19364,other
19365,worry
19366,other
19367,happiness
19368,sadness
19369,worry
19370,worry
19371,other
19372,worry
19373,sadness
19374,other
19375,worry
19376,worry
19377,worry
19378,other
19379,other
19380,sadness
19381,love
19382,other
19383,other
19384,sadness
19385,love
19386,worry
19387,love
19388,worry
19389,other
19390,worry
19391,sadness
19392,worry
19393,other
19394,worry
19395,love
19396,sadness
19397,worry
19398,worry
19399,sadness
19400,sadness
19401,other
19402,other
19403,sadness
19404,love
19405,happiness
19406,other
19407,sadness
19408,worry
19409,worry
19410,other
19411,other
19412,worry
19413,sadness
19414,other
19415,other
19416,worry
19417,worry
19418,sadness
19419,other
19420,other
19421,other
19422,sadness
19423,worry
19424,worry
19425,sadness
19426,other
19427,sadness
19428,sadness
19429,other
19430,sadness
19431,other
19432,sadness
19433,worry
19434,worry
19435,sadness
19436,worry
19437,sadness
19438,other
19439,worry
19440,worry
19441,worry
19442,other
19443,worry
19444,sadness
19445,sadness
19446,other
19447,sadness
19448,worry
19449,worry
19450,worry
19451,sadness
19452,other
19453,other
19454,worry
19455,sadness
19456,worry
19457,other
19458,worry
19459,sadness
19460,worry
19461,other
19462,worry
19463,other
19464,worry
19465,love
19466,happiness
19467,worry
19468,worry
19469,other
19470,other
19471,other
19472,other
19473,sadness
19474,other
19475,other
19476,sadness
19477,love
19478,worry
19479,other
19480,other
19481,sadness
19482,other
19483,worry
19484,sadness
19485,sadness
19486,sadness
19487,other
19488,sadness
19489,worry
19490,sadness
19491,other
19492,other
19493,worry
19494,other
19495,worry
19496,worry
19497,other
19498,other
19499,other
19500,worry
19501,worry
19502,other
19503,other
19504,other
19505,sadness
19506,happiness
19507,other
19508,happiness
19509,love
19510,worry
19511,other
19512,worry
19513,other
19514,worry
19515,worry
19516,worry
19517,sadness
19518,other
19519,other
19520,worry
19521,worry
19522,other
19523,sadness
19524,happiness
19525,happiness
19526,worry
19527,other
19528,other
19529,worry
19530,sadness
19531,worry
19532,happiness
19533,worry
19534,love
19535,sadness
19536,worry
19537,other
19538,other
19539,other
19540,worry
19541,worry
19542,worry
19543,other
19544,worry
19545,sadness
19546,worry
19547,other
19548,worry
19549,worry
19550,happiness
19551,worry
19552,worry
19553,worry
19554,worry
19555,worry
19556,other
19557,other
19558,worry
19559,worry
19560,other
19561,worry
19562,other
19563,worry
19564,other
19565,sadness
19566,worry
19567,other
19568,other
19569,worry
19570,sadness
19571,worry
19572,sadness
19573,sadness
19574,other
19575,worry
19576,sadness
19577,worry
19578,worry
19579,worry
19580,other
19581,happiness
19582,other
19583,worry
19584,sadness
19585,other
19586,worry
19587,sadness
19588,worry
19589,sadness
19590,worry
19591,worry
19592,sadness
19593,happiness
19594,other
19595,other
19596,other
19597,other
19598,other
19599,worry
19600,sadness
19601,sadness
19602,worry
19603,sadness
19604,sadness
19605,worry
19606,other
19607,other
19608,sadness
19609,worry
19610,worry
19611,other
19612,sadness
19613,sadness
19614,sadness
19615,other
19616,sadness
19617,other
19618,other
19619,other
19620,happiness
19621,worry
19622,happiness
19623,other
19624,other
19625,worry
19626,love
19627,other
19628,worry
19629,happiness
19630,worry
19631,worry
19632,worry
19633,other
19634,worry
19635,sadness
19636,sadness
19637,other
19638,other
19639,sadness
19640,other
19641,sadness
19642,worry
19643,worry
19644,worry
19645,worry
19646,other
19647,other
19648,other
19649,worry
19650,happiness
19651,sadness
19652,sadness
19653,sadness
19654,sadness
19655,other
19656,worry
19657,worry
19658,happiness
19659,worry
19660,other
19661,other
19662,worry
19663,worry
19664,sadness
19665,worry
19666,worry
19667,happiness
19668,worry
19669,sadness
19670,worry
19671,other
19672,sadness
19673,worry
19674,worry
19675,worry
19676,other
19677,worry
19678,other
19679,worry
19680,worry
19681,worry
19682,sadness
19683,worry
19684,worry
19685,other
19686,other
19687,sadness
19688,other
19689,worry
19690,other
19691,other
19692,love
19693,worry
19694,other
19695,worry
19696,other
19697,sadness
19698,sadness
19699,sadness
19700,sadness
19701,worry
19702,other
19703,other
19704,happiness
19705,sadness
19706,other
19707,worry
19708,sadness
19709,sadness
19710,other
19711,other
19712,other
19713,sadness
19714,love
19715,worry
19716,other
19717,other
19718,worry
19719,worry
19720,other
19721,sadness
19722,other
19723,worry
19724,sadness
19725,worry
19726,worry
19727,other
19728,other
19729,sadness
19730,sadness
19731,other
19732,sadness
19733,other
19734,sadness
19735,other
19736,other
19737,other
19738,other
19739,other
19740,worry
19741,worry
19742,worry
19743,other
19744,other
19745,sadness
19746,happiness
19747,worry
19748,other
19749,other
19750,worry
19751,other
19752,other
19753,sadness
19754,other
19755,other
19756,sadness
19757,worry
19758,other
19759,sadness
19760,worry
19761,sadness
19762,worry
19763,happiness
19764,happiness
19765,happiness
19766,worry
19767,other
19768,other
19769,sadness
19770,other
19771,worry
19772,other
19773,worry
19774,other
19775,other
19776,love
19777,happiness
19778,other
19779,worry
19780,other
19781,worry
19782,worry
19783,sadness
19784,sadness
19785,other
19786,other
19787,worry
19788,worry
19789,love
19790,other
19791,sadness
19792,happiness
19793,worry
19794,sadness
19795,other
19796,sadness
19797,worry
19798,worry
19799,other
19800,worry
19801,other
19802,worry
19803,worry
19804,worry
19805,sadness
19806,other
19807,sadness
19808,worry
19809,other
19810,sadness
19811,other
19812,other
19813,worry
19814,worry
19815,other
19816,worry
19817,worry
19818,other
19819,other
19820,other
19821,other
19822,other
19823,love
19824,worry
19825,worry
19826,other
19827,love
19828,sadness
19829,worry
19830,other
19831,worry
19832,sadness
19833,other
19834,worry
19835,happiness
19836,love
19837,other
19838,love
19839,other
19840,other
19841,worry
19842,worry
19843,worry
19844,worry
19845,happiness
19846,sadness
19847,other
19848,sadness
19849,other
19850,other
19851,other
19852,sadness
19853,other
19854,worry
19855,other
19856,worry
19857,worry
19858,other
19859,worry
19860,other
19861,worry
19862,other
19863,sadness
19864,other
19865,other
19866,worry
19867,other
19868,worry
19869,worry
19870,happiness
19871,worry
19872,worry
19873,other
19874,worry
19875,other
19876,other
19877,other
19878,sadness
19879,other
19880,love
19881,other
19882,worry
19883,happiness
19884,other
19885,worry
19886,worry
19887,other
19888,sadness
19889,happiness
19890,sadness
19891,sadness
19892,worry
19893,worry
19894,love
19895,sadness
19896,worry
19897,sadness
19898,worry
19899,other
19900,other
19901,sadness
19902,other
19903,worry
19904,other
19905,other
19906,worry
19907,sadness
19908,other
19909,worry
19910,sadness
19911,worry
19912,worry
19913,worry
19914,other
19915,sadness
19916,other
19917,sadness
19918,worry
19919,other
19920,sadness
19921,other
19922,sadness
19923,worry
19924,sadness
19925,worry
19926,other
19927,other
19928,worry
19929,other
19930,worry
19931,worry
19932,worry
19933,other
19934,worry
19935,worry
19936,worry
19937,happiness
19938,worry
19939,sadness
19940,worry
19941,worry
19942,worry
19943,sadness
19944,other
19945,worry
19946,other
19947,other
19948,other
19949,other
19950,sadness
19951,other
19952,other
19953,love
19954,worry
19955,sadness
19956,sadness
19957,other
19958,worry
19959,other
19960,other
19961,other
19962,sadness
19963,sadness
19964,worry
19965,worry
19966,sadness
19967,other
19968,worry
19969,love
19970,worry
19971,worry
19972,worry
19973,other
19974,other
19975,other
19976,other
19977,other
19978,sadness
19979,worry
19980,other
19981,sadness
19982,worry
19983,worry
19984,sadness
19985,other
19986,other
19987,other
19988,worry
19989,other
19990,sadness
19991,worry
19992,worry
19993,sadness
19994,other
19995,other
19996,other
19997,other
19998,other
19999,worry
20000,other
20001,other
20002,other
20003,other
20004,happiness
20005,worry
20006,love
20007,other
20008,love
20009,other
20010,love
20011,other
20012,other
20013,other
20014,other
20015,other
20016,happiness
20017,other
20018,other
20019,happiness
20020,happiness
20021,happiness
20022,happiness
20023,love
20024,other
20025,worry
20026,love
20027,other
20028,worry
20029,other
20030,happiness
20031,other
20032,other
20033,happiness
20034,happiness
20035,worry
20036,other
20037,other
20038,worry
20039,love
20040,other
20041,happiness
20042,happiness
20043,other
20044,love
20045,other
20046,love
20047,other
20048,love
20049,other
20050,happiness
20051,other
20052,other
20053,other
20054,happiness
20055,other
20056,other
20057,happiness
20058,other
20059,other
20060,happiness
20061,worry
20062,other
20063,sadness
20064,other
20065,love
20066,happiness
20067,love
20068,worry
20069,worry
20070,sadness
20071,other
20072,other
20073,happiness
20074,love
20075,happiness
20076,worry
20077,other
20078,worry
20079,other
20080,happiness
20081,happiness
20082,happiness
20083,other
20084,other
20085,other
20086,worry
20087,love
20088,other
20089,other
20090,worry
20091,happiness
20092,other
20093,love
20094,happiness
20095,other
20096,worry
20097,happiness
20098,other
20099,other
20100,happiness
20101,happiness
20102,other
20103,worry
20104,love
20105,other
20106,love
20107,other
20108,other
20109,happiness
20110,sadness
20111,other
20112,worry
20113,happiness
20114,happiness
20115,other
20116,other
20117,happiness
20118,other
20119,worry
20120,other
20121,happiness
20122,worry
20123,other
20124,happiness
20125,other
20126,other
20127,love
20128,other
20129,love
20130,love
20131,worry
20132,other
20133,other
20134,other
20135,other
20136,other
20137,other
20138,other
20139,love
20140,love
20141,worry
20142,other
20143,happiness
20144,other
20145,other
20146,happiness
20147,other
20148,other
20149,other
20150,happiness
20151,other
20152,happiness
20153,other
20154,happiness
20155,worry
20156,love
20157,love
20158,worry
20159,other
20160,other
20161,other
20162,other
20163,other
20164,happiness
20165,other
20166,other
20167,sadness
20168,sadness
20169,other
20170,other
20171,happiness
20172,other
20173,worry
20174,sadness
20175,other
20176,sadness
20177,sadness
20178,other
20179,love
20180,other
20181,happiness
20182,other
20183,other
20184,happiness
20185,other
20186,worry
20187,other
20188,sadness
20189,happiness
20190,other
20191,other
20192,happiness
20193,sadness
20194,other
20195,other
20196,other
20197,happiness
20198,happiness
20199,other
20200,other
20201,other
20202,worry
20203,other
20204,love
20205,happiness
20206,other
20207,happiness
20208,other
20209,other
20210,happiness
20211,love
20212,other
20213,happiness
20214,worry
20215,happiness
20216,happiness
20217,other
20218,sadness
20219,other
20220,love
20221,sadness
20222,other
20223,other
20224,other
20225,other
20226,other
20227,love
20228,other
20229,other
20230,other
20231,love
20232,other
20233,love
20234,other
20235,other
20236,other
20237,other
20238,happiness
20239,other
20240,happiness
20241,other
20242,other
20243,worry
20244,other
20245,love
20246,other
20247,other
20248,other
20249,happiness
20250,other
20251,other
20252,other
20253,happiness
20254,worry
20255,love
20256,love
20257,other
20258,other
20259,other
20260,other
20261,other
20262,worry
20263,other
20264,happiness
20265,other
20266,happiness
20267,happiness
20268,love
20269,worry
20270,sadness
20271,happiness
20272,love
20273,other
20274,other
20275,happiness
20276,other
20277,other
20278,other
20279,love
20280,love
20281,worry
20282,other
20283,other
20284,sadness
20285,love
20286,other
20287,worry
20288,other
20289,sadness
20290,other
20291,happiness
20292,other
20293,other
20294,other
20295,other
20296,happiness
20297,other
20298,other
20299,other
20300,other
20301,happiness
20302,happiness
20303,other
20304,other
20305,other
20306,worry
20307,other
20308,other
20309,other
20310,other
20311,worry
20312,other
20313,other
20314,happiness
20315,happiness
20316,happiness
20317,other
20318,other
20319,other
20320,sadness
20321,other
20322,love
20323,other
20324,other
20325,worry
20326,other
20327,other
20328,happiness
20329,other
20330,other
20331,love
20332,love
20333,happiness
20334,other
20335,other
20336,other
20337,other
20338,happiness
20339,worry
20340,happiness
20341,other
20342,happiness
20343,happiness
20344,other
20345,other
20346,happiness
20347,love
20348,worry
20349,happiness
20350,other
20351,other
20352,other
20353,worry
20354,other
20355,other
20356,happiness
20357,other
20358,other
20359,happiness
20360,other
20361,other
20362,love
20363,worry
20364,other
20365,other
20366,happiness
20367,other
20368,other
20369,worry
20370,happiness
20371,other
20372,other
20373,other
20374,other
20375,love
20376,other
20377,happiness
20378,other
20379,other
20380,other
20381,other
20382,other
20383,happiness
20384,worry
20385,other
20386,happiness
20387,love
20388,other
20389,other
20390,other
20391,happiness
20392,other
20393,worry
20394,happiness
20395,other
20396,worry
20397,other
20398,happiness
20399,love
20400,worry
20401,other
20402,other
20403,love
20404,worry
20405,happiness
20406,happiness
20407,sadness
20408,worry
20409,happiness
20410,happiness
20411,other
20412,other
20413,other
20414,happiness
20415,other
20416,other
20417,happiness
20418,love
20419,other
20420,other
20421,other
20422,happiness
20423,other
20424,other
20425,other
20426,other
20427,other
20428,other
20429,other
20430,love
20431,love
20432,other
20433,other
20434,other
20435,other
20436,other
20437,love
20438,other
20439,other
20440,other
20441,other
20442,other
20443,other
20444,love
20445,other
20446,other
20447,other
20448,other
20449,worry
20450,love
20451,other
20452,other
20453,worry
20454,love
20455,other
20456,worry
20457,love
20458,other
20459,love
20460,other
20461,worry
20462,happiness
20463,sadness
20464,other
20465,other
20466,other
20467,other
20468,worry
20469,other
20470,love
20471,worry
20472,other
20473,other
20474,other
20475,happiness
20476,happiness
20477,worry
20478,other
20479,happiness
20480,other
20481,love
20482,other
20483,happiness
20484,worry
20485,other
20486,love
20487,other
20488,other
20489,other
20490,worry
20491,other
20492,happiness
20493,other
20494,other
20495,other
20496,happiness
20497,other
20498,love
20499,other
20500,other
20501,love
20503,love
20504,other
20505,other
20506,other
20507,happiness
20508,happiness
20509,love
20510,other
20511,other
20512,other
20513,love
20514,other
20515,worry
20516,worry
20517,other
20518,other
20519,other
20520,happiness
20521,other
20522,worry
20523,other
20524,worry
20525,other
20526,love
20527,love
20528,worry
20529,happiness
20530,happiness
20531,other
20532,other
20533,other
20534,other
